0.269917, 0.749798, 0.1, 0.5, 10, 256, 160, 1, 0
0.269917, 0.749798, 0.1, 0.5, 10, 256, 160, 1, 1
0.269917, 0.749798, 0.1, 0.5, 10, 256, 160, 1, 2
0.269917, 0.749798, 0.1, 0.5, 10, 256, 160, 1, 3
0.269917, 0.749798, 0.1, 0.5, 10, 256, 160, 1, 4
0.269917, 0.749798, 0.1, 0.5, 10, 256, 160, 1, 5
0.269917, 0.749798, 0.1, 0.5, 10, 256, 160, 1, 6
0.269917, 0.749798, 0.1, 0.5, 10, 256, 160, 1, 7
0.269917, 0.749798, 0.1, 0.5, 10, 256, 160, 1, 8
0.269917, 0.749798, 0.1, 0.5, 10, 256, 160, 1, 9
0.269917, 0.753188, 0.1, 0.5, 10, 256, 160, 1, 0
0.269917, 0.753188, 0.1, 0.5, 10, 256, 160, 1, 1
0.269917, 0.753188, 0.1, 0.5, 10, 256, 160, 1, 2
0.269917, 0.753188, 0.1, 0.5, 10, 256, 160, 1, 3
0.269917, 0.753188, 0.1, 0.5, 10, 256, 160, 1, 4
0.269917, 0.753188, 0.1, 0.5, 10, 256, 160, 1, 5
0.269917, 0.753188, 0.1, 0.5, 10, 256, 160, 1, 6
0.269917, 0.753188, 0.1, 0.5, 10, 256, 160, 1, 7
0.269917, 0.753188, 0.1, 0.5, 10, 256, 160, 1, 8
0.269917, 0.753188, 0.1, 0.5, 10, 256, 160, 1, 9
0.269917, 0.756578, 0.1, 0.5, 10, 256, 160, 1, 0
0.269917, 0.756578, 0.1, 0.5, 10, 256, 160, 1, 1
0.269917, 0.756578, 0.1, 0.5, 10, 256, 160, 1, 2
0.269917, 0.756578, 0.1, 0.5, 10, 256, 160, 1, 3
0.269917, 0.756578, 0.1, 0.5, 10, 256, 160, 1, 4
0.269917, 0.756578, 0.1, 0.5, 10, 256, 160, 1, 5
0.269917, 0.756578, 0.1, 0.5, 10, 256, 160, 1, 6
0.269917, 0.756578, 0.1, 0.5, 10, 256, 160, 1, 7
0.269917, 0.756578, 0.1, 0.5, 10, 256, 160, 1, 8
0.269917, 0.756578, 0.1, 0.5, 10, 256, 160, 1, 9
0.269917, 0.759968, 0.1, 0.5, 10, 256, 160, 1, 0
